PdfType: central
Format: lhagrid1
---
1.000000e-05 1.181582e-05 1.396135e-05 1.649648e-05 1.949194e-05 2.303132e-05 2.721339e-05 3.215484e-05 3.799357e-05 4.489251e-05 5.304417e-05 6.267603e-05 7.405685e-05 8.750422e-05 1.033934e-04 1.221677e-04 1.443512e-04 1.705627e-04 2.015338e-04 2.381286e-04 2.813684e-04 3.324598e-04 3.928284e-04 4.641589e-04 5.484417e-04 6.480286e-04 7.656988e-04 9.047357e-04 1.069019e-03 1.263134e-03 1.492496e-03 1.763505e-03 2.083726e-03 2.462092e-03 2.909163e-03 3.437414e-03 4.061586e-03 4.799096e-03 5.670524e-03 6.700188e-03 7.916819e-03 9.354369e-03 1.105295e-02 1.305997e-02 1.543142e-02 1.823348e-02 2.154435e-02 2.545641e-02 3.007883e-02 3.554059e-02 4.199411e-02 4.961948e-02 5.862947e-02 6.927551e-02 8.185467e-02 9.671799e-02 1.000000e-01 1.142802e-01 1.181633e-01 1.350314e-01 1.363265e-01 1.544898e-01 1.595506e-01 1.726531e-01 1.885221e-01 1.908163e-01 2.089796e-01 2.227543e-01 2.271429e-01 2.453061e-01 2.632024e-01 2.634694e-01 2.816327e-01 2.997959e-01 3.109952e-01 3.179592e-01 3.361224e-01 3.542857e-01 3.674662e-01 3.724490e-01 3.906122e-01 4.087755e-01 4.269388e-01 4.341913e-01 4.451020e-01 4.632653e-01 4.814286e-01 4.995918e-01 5.130326e-01 5.177551e-01 5.359184e-01 5.540816e-01 5.722449e-01 5.904082e-01 6.061899e-01 6.085714e-01 6.267347e-01 6.448980e-01 6.630612e-01 6.812245e-01 6.993878e-01 7.162629e-01 7.175510e-01 7.357143e-01 7.538776e-01 7.720408e-01 7.902041e-01 8.083673e-01 8.265306e-01 8.446939e-01 8.463232e-01 8.628571e-01 8.810204e-01 8.991837e-01 9.173469e-01 9.355102e-01 9.536735e-01 9.718367e-01 9.900000e-01 1.000000e+00
5.000000e-01 5.838993e-01 6.818768e-01 7.962948e-01 9.299120e-01 1.085950e+00 1.268171e+00 1.480968e+00 1.729473e+00 2.019676e+00 2.358574e+00 2.754340e+00 3.216514e+00 3.756241e+00 4.386533e+00 5.122588e+00 5.982151e+00 6.985947e+00 8.158180e+00 9.527111e+00 1.112575e+01 1.299263e+01 1.517278e+01 1.771875e+01 2.069193e+01 2.416401e+01 2.821870e+01 3.295375e+01 3.848335e+01 4.494080e+01 5.248181e+01 6.128818e+01 7.157225e+01 8.358198e+01 9.760692e+01 1.139852e+02 1.331118e+02 1.554478e+02 1.815317e+02 2.119925e+02 2.475645e+02 2.891055e+02 3.376170e+02 3.942686e+02 4.604264e+02 5.376853e+02 6.279082e+02 7.332703e+02 8.563120e+02 1.000000e+03
-5 -4 -3 -2 -1 1 2 3 4 5 21
0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 1.66222046e-03 1.66222046e-03 0.00000000e+00 0.00000000e+00 0.00000000e+00 2.64187390e-03
0.00000000e+00 0.00000000e+00 6.22200361e-03 6.22200361e-03 6.22200361e-03 8.09266442e-03 8.09266442e-03 6.22200361e-03 0.00000000e+00 0.00000000e+00 1.24760151e+00
0.00000000e+00 0.00000000e+00 2.96214540e-02 2.96214540e-02 2.96214540e-02 3.16805518e-02 3.16805518e-02 2.96214540e-02 0.00000000e+00 0.00000000e+00 3.74304843e+00
0.00000000e+00 0.00000000e+00 7.59066865e-02 7.59066865e-02 7.59066865e-02 7.81385433e-02 7.81385433e-02 7.59066865e-02 0.00000000e+00 0.00000000e+00 7.48348188e+00
0.00000000e+00 0.00000000e+00 1.47849262e-01 1.47849262e-01 1.47849262e-01 1.50241183e-01 1.50241183e-01 1.47849262e-01 0.00000000e+00 0.00000000e+00 1.23730288e+01
0.00000000e+00 0.00000000e+00 2.46357962e-01 2.46357962e-01 2.46357962e-01 2.48899412e-01 2.48899412e-01 2.46357962e-01 0.00000000e+00 0.00000000e+00 1.82924232e+01
0.00000000e+00 0.00000000e+00 3.71208698e-01 3.71208698e-01 3.71208698e-01 3.73890757e-01 3.73890757e-01 3.71208698e-01 0.00000000e+00 0.00000000e+00 2.51201649e+01
0.00000000e+00 0.00000000e+00 5.21513104e-01 5.21513104e-01 5.21513104e-01 5.24328106e-01 5.24328106e-01 5.21513104e-01 0.00000000e+00 0.00000000e+00 3.27417488e+01
0.00000000e+00 1.52590901e-01 6.96015894e-01 6.96015894e-01 6.96015894e-01 6.98957158e-01 6.98957158e-01 6.96015894e-01 1.52590901e-01 0.00000000e+00 4.10532379e+01
0.00000000e+00 3.46251875e-01 8.93273830e-01 8.93273830e-01 8.93273830e-01 8.96335475e-01 8.96335475e-01 8.93273830e-01 3.46251875e-01 0.00000000e+00 4.99620934e+01
0.00000000e+00 5.63810945e-01 1.11177182e+00 1.11177182e+00 1.11177182e+00 1.11494862e+00 1.11494862e+00 1.11177182e+00 5.63810945e-01 0.00000000e+00 5.93867950e+01
0.00000000e+00 8.02480400e-01 1.34999454e+00 1.34999454e+00 1.34999454e+00 1.35328180e+00 1.35328180e+00 1.34999454e+00 8.02480400e-01 0.00000000e+00 6.92558670e+01
0.00000000e+00 1.06002533e+00 1.60646784e+00 1.60646784e+00 1.60646784e+00 1.60986135e+00 1.60986135e+00 1.60646784e+00 1.06002533e+00 0.00000000e+00 7.95070038e+01
