
5.000000e-01,5.838993e-01,6.818768e-01,7.962948e-01,9.299120e-01,1.085950e+00,1.268171e+00,1.480968e+00,1.729473e+00,2.019676e+00,2.358574e+00,2.754340e+00,3.216514e+00,3.756241e+00,4.386533e+00,5.122588e+00,5.982151e+00,6.985947e+00,8.158180e+00,9.527111e+00,1.112575e+01,1.299263e+01,1.517278e+01,1.771875e+01,2.069193e+01,2.416401e+01,2.821870e+01,3.295375e+01,3.848335e+01,4.494080e+01,5.248181e+01,6.128818e+01,7.157225e+01,8.358198e+01,9.760692e+01,1.139852e+02,1.331118e+02,1.554478e+02,1.815317e+02,2.119925e+02,2.475645e+02,2.891055e+02,3.376170e+02,3.942686e+02,4.604264e+02,5.376853e+02,6.279082e+02,7.332703e+02,8.563120e+02,1.000000e+03
