-5,-4,-3,-2,-1,1,2,3,4,5,21
0.00000000e+00,0.00000000e+00,2.89178325e+00,4.66036709e+00,4.66037706e+00,4.66049709e+00,4.66057712e+00,2.89178325e+00,0.00000000e+00,0.00000000e+00,1.02896714e+01
0.00000000e+00,0.00000000e+00,2.91838000e+00,4.67883000e+00,4.67883000e+00,4.67896000e+00,4.67905000e+00,2.91838000e+00,0.00000000e+00,0.00000000e+00,1.86505000e+01
0.00000000e+00,1.61656000e-01,3.05309000e+00,4.79717000e+00,4.79717000e+00,4.79730000e+00,4.79739000e+00,3.05309000e+00,1.61656000e-01,0.00000000e+00,4.25269000e+01
0.00000000e+00,4.72233000e-01,3.33734000e+00,5.06542000e+00,5.06543000e+00,5.06557000e+00,5.06565000e+00,3.33734000e+00,4.72233000e-01,0.00000000e+00,7.81088000e+01
0.00000000e+00,9.90746000e-01,3.83003000e+00,5.54242000e+00,5.54242000e+00,5.54256000e+00,5.54266000e+00,3.83003000e+00,9.90746000e-01,0.00000000e+00,1.28780000e+02
0.00000000e+00,1.79342000e+00,4.60728000e+00,6.30422000e+00,6.30422000e+00,6.30437000e+00,6.30446000e+00,4.60728000e+00,1.79342000e+00,0.00000000e+00,1.98669000e+02
0.00000000e+00,2.97558000e+00,5.76434000e+00,7.44602000e+00,7.44602000e+00,7.44618000e+00,7.44628000e+00,5.76434000e+00,2.97558000e+00,0.00000000e+00,2.92669000e+02
0.00000000e+00,4.65494000e+00,7.41887000e+00,9.08547000e+00,9.08547000e+00,9.08563000e+00,9.08573000e+00,7.41887000e+00,4.65494000e+00,0.00000000e+00,4.16527000e+02
2.35568000e+00,6.97023000e+00,9.70949000e+00,1.13611000e+01,1.13611000e+01,1.13613000e+01,1.13614000e+01,9.70949000e+00,6.97023000e+00,2.35568000e+00,5.74137000e+02
5.54664000e+00,1.01207000e+01,1.28353000e+01,1.44720000e+01,1.44720000e+01,1.44721000e+01,1.44722000e+01,1.28353000e+01,1.01207000e+01,5.54664000e+00,7.77007000e+02
9.79435000e+00,1.43280000e+01,1.70179000e+01,1.86395000e+01,1.86395000e+01,1.86397000e+01,1.86398000e+01,1.70179000e+01,1.43280000e+01,9.79435000e+00,1.03459000e+03
1.53702000e+01,1.98633000e+01,2.25285000e+01,2.41352000e+01,2.41352000e+01,2.41353000e+01,2.41355000e+01,2.25285000e+01,1.98633000e+01,1.53702000e+01,1.35803000e+03
2.25975000e+01,2.70500000e+01,2.96906000e+01,3.12822000e+01,3.12822000e+01,3.12824000e+01,3.12826000e+01,2.96906000e+01,2.70500000e+01,2.25975000e+01,1.76003000e+03
3.18581000e+01,3.62701000e+01,3.88860000e+01,4.04626000e+01,4.04626000e+01,4.04628000e+01,4.04630000e+01,3.88860000e+01,3.62701000e+01,3.18581000e+01,2.25505000e+03
4.35993000e+01,4.79707000e+01,5.05620000e+01,5.21237000e+01,5.21237000e+01,5.21239000e+01,5.21240000e+01,5.05620000e+01,4.79707000e+01,4.35993000e+01,2.85936000e+03
5.83411000e+01,6.26719000e+01,6.52386000e+01,6.67853000e+01,6.67853000e+01,6.67856000e+01,6.67857000e+01,6.52386000e+01,6.26719000e+01,5.83411000e+01,3.59121000e+03
7.66831000e+01,8.09734000e+01,8.35155000e+01,8.50473000e+01,8.50473000e+01,8.50475000e+01,8.50477000e+01,8.35155000e+01,8.09734000e+01,7.66831000e+01,4.47086000e+03
9.93123000e+01,1.03562000e+02,1.06080000e+02,1.07597000e+02,1.07597000e+02,1.07597000e+02,1.07597000e+02,1.06080000e+02,1.03562000e+02,9.93123000e+01,5.52069000e+03
1.27010000e+02,1.31219000e+02,1.33712000e+02,1.35214000e+02,1.35214000e+02,1.35215000e+02,1.35215000e+02,1.33712000e+02,1.31219000e+02,1.27010000e+02,6.76531000e+03
1.60659000e+02,1.64828000e+02,1.67297000e+02,1.68784000e+02,1.68784000e+02,1.68784000e+02,1.68784000e+02,1.67297000e+02,1.64828000e+02,1.60659000e+02,8.23153000e+03
2.01251000e+02,2.05379000e+02,2.07824000e+02,2.09296000e+02,2.09296000e+02,2.09296000e+02,2.09297000e+02,2.07824000e+02,2.05379000e+02,2.01251000e+02,9.94845000e+03
2.49891000e+02,2.53979000e+02,2.56400000e+02,2.57858000e+02,2.57858000e+02,2.57858000e+02,2.57858000e+02,2.56400000e+02,2.53979000e+02,2.49891000e+02,1.19474000e+04
3.07807000e+02,3.11856000e+02,3.14252000e+02,3.15695000e+02,3.15695000e+02,3.15695000e+02,3.15695000e+02,3.14252000e+02,3.11856000e+02,3.07807000e+02,1.42621000e+04
3.76353000e+02,3.80361000e+02,3.82733000e+02,3.84161000e+02,3.84161000e+02,3.84162000e+02,3.84162000e+02,3.82733000e+02,3.80361000e+02,3.76353000e+02,1.69282000e+04
0.00000000e+00,0.00000000e+00,2.79512163e+00,4.50458071e+00,4.50458071e+00,4.50472208e+00,4.50481632e+00,2.79512163e+00,0.00000000e+00,0.00000000e+00,1.01766108e+01
0.00000000e+00,0.00000000e+00,2.82158212e+00,4.52318755e+00,4.52318755e+00,4.52332891e+00,4.52342315e+00,2.82158212e+00,0.00000000e+00,0.00000000e+00,1.83370972e+01
0.00000000e+00,1.58390846e-01,2.95393379e+00,4.63970650e+00,4.63970650e+00,4.63984786e+00,4.63994210e+00,2.95393379e+00,1.58390846e-01,0.00000000e+00,4.15766840e+01
0.00000000e+00,4.61324794e-01,3.23141875e+00,4.90173571e+00,4.90173571e+00,4.90188885e+00,4.90198310e+00,3.23141875e+00,4.61324794e-01,0.00000000e+00,7.60937876e+01
0.00000000e+00,9.65410899e-01,3.71054711e+00,5.36569104e+00,5.36569104e+00,5.36584419e+00,5.36595021e+00,3.71054711e+00,9.65410899e-01,0.00000000e+00,1.25099718e+02
0.00000000e+00,1.74354330e+00,4.46410934e+00,6.10431585e+00,6.10431585e+00,6.10448078e+00,6.10458680e+00,4.46410934e+00,1.74354330e+00,0.00000000e+00,1.92501882e+02
0.00000000e+00,2.88663293e+00,5.58293156e+00,7.20840091e+00,7.20840091e+00,7.20856584e+00,7.20867186e+00,5.58293156e+00,2.88663293e+00,0.00000000e+00,2.82918041e+02
1.40569608e-16,4.50661267e+00,7.17890304e+00,8.78978838e+00,8.78978838e+00,8.78996509e+00,8.79008289e+00,7.17890304e+00,4.50661267e+00,1.40569608e-16,4.01758885e+02
2.26763707e+00,6.73504490e+00,9.38349194e+00,1.09798875e+01,1.09798993e+01,1.09800760e+01,1.09801938e+01,9.38349194e+00,6.73504490e+00,2.26763707e+00,5.52613873e+02
5.33252950e+00,9.76068537e+00,1.23853362e+01,1.39671949e+01,1.39671949e+01,1.39674305e+01,1.39675483e+01,1.23853362e+01,9.76068537e+00,5.33252950e+00,7.46343263e+02
9.40373050e+00,1.37926108e+01,1.63933477e+01,1.79607166e+01,1.79607166e+01,1.79609522e+01,1.79610700e+01,1.63933477e+01,1.37926108e+01,9.40373050e+00,9.91782279e+02
1.47368019e+01,1.90863243e+01,2.16631471e+01,2.32161440e+01,2.32161440e+01,2.32163796e+01,2.32164974e+01,2.16631471e+01,1.90863243e+01,1.47368019e+01,1.29929641e+03
2.16354634e+01,2.59456395e+01,2.84986662e+01,3.00370555e+01,3.00370555e+01,3.00372911e+01,3.00374089e+01,2.84986662e+01,2.59456395e+01,2.16354634e+01,1.68073074e+03
3.04576122e+01,3.47284422e+01,3.72576726e+01,3.87815722e+01,3.87815722e+01,3.87818078e+01,3.87819256e+01,3.72576726e+01,3.47284422e+01,3.04576122e+01,2.14946888e+03
4.16215669e+01,4.58529329e+01,4.83583671e+01,4.98677769e+01,4.98677769e+01,4.98680126e+01,4.98681304e+01,4.83583671e+01,4.58529329e+01,4.16215669e+01,2.72057782e+03
